codigo_ocorrencia4;recomendacao_numero;recomendacao_dia_assinatura;recomendacao_dia_encaminhamento;recomendacao_dia_feedback;recomendacao_conteudo;recomendacao_status;recomendacao_destinatario_sigla;recomendacao_destinatario
60625;A-170/CENIPA/2015 - 01;2017-05-26;2017-06-01;NULL;Realizar gestões junto ao Aeroclube de Itápolis, visando aperfeiçoar o processo de instrução de voo, a fim de garantir o acompanhamento adequado do desempenho dos alunos, bem como definir critérios mais claros de execução dos voos solo.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
60630;A-005/CENIPA/2016 - 01;2021-11-16;2021-12-22;NULL;Atuar, junto ao operador, a fim de que ele aprimore o gerenciamento da escala dos pilotos destinados a operarem em aeródromos com restrições/recomendações operacionais e que exijam operação exclusiva do comandante no pouso, no intuito de que eles possuam experiência recente e estejam familiarizados com a localidade, mormente quando as recomendações operacionais incluírem a possibilidade de ilusões visuais, em especial do tipo efeito Black Hole.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
60630;A-005/CENIPA/2016 - 02;2021-11-16;2021-12-22;NULL;Atuar, junto ao operador, no sentido de que os manuais, documentações internas e Airport Briefings contemplem os possíveis riscos associados à operação visual noturna e ilusões visuais, descrevendo os fenômenos e detalhando técnicas de pilotagem associadas à prevenção dos riscos que essas ilusões podem representar ao voo, mormente em aeródromos desprovidos de auxílios visuais luminosos para aproximações (ALS, VASIS, PAPI, etc.).;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
60630;A-005/CENIPA/2016 - 03;2021-11-16;2021-12-22;NULL;Atuar, junto ao operador, no sentido de que, nos treinamentos inicial e recorrente de seus pilotos, seja enfatizada a divisão de tarefas durante aproximações visuais noturnas, mormente no que tange ao monitoramento dos parâmetros de altitude e distância da pista em função da velocidade indicada, com intuito de que seja possível a manutenção de uma rampa de aproximação adequada.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
60630;A-005/CENIPA/2016 - 04;2021-11-16;2021-12-22;NULL;Atuar, junto ao operador, no sentido de que, nos treinamentos inicial e recorrente de seus pilotos, seja enfatizada a identificação das condições que são favoráveis ao surgimento de ilusões visuais, bem como, nas respectivas técnicas de pilotagem a serem adotadas, visando mitigar os riscos que essas ilusões representam ao voo.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
60630;A-005/CENIPA/2016 - 05;2021-11-16;2021-12-22;NULL;Avaliar a possibilidade de reforçar a obrigatoriedade no repasse das informações meteorológicas atualizadas pelo OEA, conforme previsto nas publicações normativas desse órgão (MCA 100-16), às aeronaves em voo que estejam decolando ou pousando em localidades desprovidas de órgãos de controle ATS.;AGUARDANDO RESPOSTA;DECEA;DEPARTAMENTO DE CONTROLE DE ESPAÇO AÉREO
60631;A-172/CENIPA/2015 - 01;2018-07-27;2018-07-27;NULL;Atuar junto à Aeroarroz Aviação Agrícola Ltda., a fim de que aquele operador aprimore o Sistema de Gerenciamento de Segurança Operacional (SGSO) adotado pela empresa, sobretudo no que diz respeito aos mecanismos de planejamento de voo e de supervisão gerencial das operações aeroagrícolas.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
60631;A-172/CENIPA/2015 - 02;2018-07-27;2018-07-27;NULL;Atuar junto à Aeroarroz Aviação Agrícola Ltda., a fim de que aquele operador aperfeiçoe seus mecanismos administrativos de escrituração dos serviços de manutenção executados em suas aeronaves, como forma de prevenir ocorrências aeronáuticas.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
60660;A-007/CENIPA/2016 - 01;2017-06-22;2017-06-30;NULL;Atuar junto ao operador, a fim de que este revise seus mecanismos relacionados ao estabelecimento de critérios claros para a execução do procedimento de arremetida em casos de aproximação não estabilizada.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
60660;A-007/CENIPA/2016 - 02;2017-06-22;2017-06-30;NULL;Atuar junto ao operador, a fim de que este revise seus mecanismos relacionados à verificação do atendimento aos requisitos de desempenho da aeronave para o cumprimento de missões em pistas curtas, particularmente no que diz respeito ao balanceamento.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
60660;A-007/CENIPA/2016 - 03;2017-06-22;2017-06-30;NULL;Atuar junto ao operador, a fim de enfatizar o previsto no Art. 88-N do Código Brasileiro de Aeronáutica que, salvo as exceções estabelecidas, proíbe a remoção de aeronaves acidentadas do local da ocorrência sem a devida autorização da autoridade de investigação SIPAER.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
60661;A-015/CENIPA/2016 - 01;2017-05-02;2017-05-15;2017-07-25;Publicar documentação específica a fim de padronizar a instrução e a operação de planadores no Brasil.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
60661;A-015/CENIPA/2016 - 02;2017-05-02;2017-05-15;2017-07-25;Estudar a necessidade de obrigar os operadores a notificarem os pousos fora de sede (local não preparado), passando a considerá-los como ocorrências aeronáuticas em vez de procedimentos normais.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
60661;A-015/CENIPA/2016 - 03;2017-05-02;2017-05-15;2017-07-25;Atuar junto ao operador a fim de que sejam verificadas as conformidades dos procedimentos operacionais da entidade, notadamente no que se refere à padronização da instrução aérea.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
60661;A-015/CENIPA/2016 - 04;2017-05-02;2017-05-15;2017-07-25;Atuar junto ao fabricante e ao operador da aeronave com o objetivo de efetuar a revisão nas tabelas de lastro e no cálculo de balanceamento da aeronave.;CUMPRIDA DE FORMA ALTERNATIVA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
60662;IG-012/CENIPA/2016 - 01;2021-07-21;2021-08-16;NULL;Avaliar a exequibilidade de atuar junto às empresas aéreas de transporte regular (RBAC 121) para o aperfeiçoamento do treinamento ofertado aos tripulantes, sobre os efeitos e sintomas de hipóxia, a fim de aumentar as possibilidades da identificação dos sintomas físicos relacionados à essa ocorrência, além dos sinais indicados pela aeronave para detecção de problemas de pressurização (luzes e sons).;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
60662;IG-012/CENIPA/2016 - 02;2021-07-21;2021-08-16;NULL;Avaliar a viabilidade de atuar junto às empresas aéreas de transporte regular (RBAC 121), no sentido de alertar as tripulações quanto aos efeitos do uso e/ou abstinência de medicamentos antidepressivos no desempenho das atividades profissionais.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
60665;A-009/CENIPA/2016 - 02;2020-12-29;2021-01-22;2021-03-31;Atuar junto à empresa Vale do Paranapanema Aviação Agrícola Ltda., a fim de que aquele operador aprimore o Sistema de Gerenciamento de Segurança Operacional (SGSO) adotado pela empresa, sobretudo no que diz respeito aos mecanismos de planejamento prévio de voo e de avaliação das áreas a serem pulverizadas.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
60669;A-019/CENIPA/2016 - 01;2017-06-22;2017-06-30;NULL;Atuar junto ao operador, a fim de certificar-se de que o gerenciamento de risco da empresa contempla uma criteriosa avaliação das condições das pistas utilizadas nas operações aeroagrícolas de modo a garantir a segurança operacional.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
60677;IG-003/CENIPA/2016 - 01;2017-06-22;2017-06-30;2017-07-25;Atuar junto ao operador, a fim de que este, na análise do Gerenciamento de Risco da Segurança Operacional de suas operações agrícolas, reavalie os critérios para utilização das pistas de pouso eventual selecionadas, no sentido de que as características dessas pistas não contribuam para o agravamento de uma eventual ocorrência.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
60689;A-018/CENIPA/2016 - 01;2021-07-21;2021-08-18;NULL;Atuar junto à OM Cruzeiro do Sul Aviação Ltda., no intuito de verificar a adequação dos processos de manutenção realizados pela empresa, bem como o eficiente funcionamento de sistemas que visem ao gerenciamento da segurança operacional e à gestão da qualidade.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
60689;A-018/CENIPA/2020 - 02;2021-07-21;2021-08-16;NULL;Atuar junto à OM Tangará Aerocenter, com o propósito de verificar a adequação dos processos de manutenção realizados pela empresa, assim como o eficiente funcionamento de sistemas que visem ao gerenciamento da segurança operacional e à gestão da qualidade.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
60689;A-018/CENIPA/2020 - 03;2021-07-21;2021-08-18;2021-09-15;Divulgar os ensinamentos colhidos na presente investigação, a fim de alertar os mantenedores acerca dos riscos relacionados aos procedimentos de retífica de motores e na condução inadequada dos serviços de manutenção.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
60692;A-014/CENIPA/2016 - 01;2020-10-29;2020-11-27;2020-12-21;Atuar junto à DIRETA AVIAÇÃO AGRÍCOLA LTDA., no sentido de reforçar a importância de uma supervisão gerencial adequada nos serviços de planejamento e execução nos âmbitos administrativo, técnico e operacional, no que tange ao controle das especificações do combustível utilizado em suas aeronaves.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
60721;A-029/CENIPA/2016 - 01;2020-10-29;2020-11-27;2020-12-17;Divulgar os ensinamentos colhidos na presente investigação, a fim de alertar pilotos e operadores da aviação agrícola sobre as implicações decorrentes de uma colisão com fauna em superfícies de sustentação, notadamente as consequências desses danos quando da redução de velocidade durante as fases de aproximação e pouso.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
60730;I-033/CENIPA/2016 - 01;2017-10-27;2017-10-27;NULL;DIVULGAR OS ENSINAMENTOS COLHIDOS NA PRESENTE INVESTIGAçãO, A FIM DE ALERTAR PILOTOS E OPERADORES DA AERONAVE SIKORSKY AIRCRAFT S-76C ACERCA DA FALHA OCORRIDA NO COMPONENTE PITCH CONTROL RODS (PN 76103-05003-042).;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
60730;I-033/CENIPA/2016 - 02;2017-10-27;2017-10-27;NULL;ATUAR JUNTO AO OPERADOR DA AERONAVE, A FIM DE ENFATIZAR O PREVISTO NO ART. 88-N DO CóDIGO BRASILEIRO DE AERONáUTICA QUE, SALVO AS EXCEçõES ESTABELECIDAS, PROíBE A REMOçãO DE AERONAVES ACIDENTADAS, OU DE SUAS PARTES, DO LOCAL DA OCORRêNCIA SEM A DEVIDA AUTORIZAçãO DA AUTORIDADE DE INVESTIGAçãO SIPAER.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
60732;IG-022/CENIPA/2016 - 01;2017-05-02;2017-05-15;NULL;Realizar gestões junto aos aeroclubes, escolas e centros de formação que empregam aeronaves com trens de pouso convencionais na instrução de voo, fomentando a inserção na grade de atividades educativas de seus SGSO, aulas periódicas sobre aproximações estabilizadas, técnicas de arremetida e correção/mitigação dos efeitos de “bouncing” e “ground looping” (cavalo de pau inadvertido), tendo em vista as estatísticas de ocorrências aeronáuticas envolvendo estes modelos de aeronaves.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
60752;A-031/CENIPA/2016 - 01;2016-11-11;2016-12-14;2017-01-26;Reforçar junto ao operador da aeronave quanto ao cumprimento do item 137.521, inciso 'b' do RBAC 137, o qual estabelece que os operadores aéreos comuniquem de imediato a ocorrência de qualquer acidente/incidente ao Comando da Aeronáutica, bem como do Art. 89 do Código Brasileiro de Aeronáutica, que prevê a proibição de transporte ou remoção de aeronaves acidentadas e suas partes do local da ocorrência, sem a presença ou autorização de autoridade aeronáutica, exceto na necessidade de se salvar vidas.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
60752;A-031/CENIPA/2016 - 02;2016-11-11;2016-12-14;2017-01-26;Notificar o operador da aeronave quanto à necessidade de uma nova pesagem do PT-DZA com a finalidade de verificar a fidelidade dos dados apresentados na ficha de peso e balanceamento, apurando a suspeita de discrepância no peso da bequilha apontado no presente relatório.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
60783;A-173/CENIPA/2015 - 01;2018-09-24;2018-09-24;NULL;ATUAR JUNTO AO BATALHãO DE AVIAçãO DA POLíCIA MILITAR DO ESTADO DE SANTA CATARINA (BAPM-SC), A FIM DE CERTIFICAR-SE DE QUE ESSE OPERADOR PASSOU A ADOTAR PROCEDIMENTOS GERENCIAIS QUE NãO PERMITAM A REALIZAçãO DE VOOS POR TRIPULANTES QUE NãO ESTEJAM DEVIDAMENTE HABILITADOS PARA O CUMPRIMENTO DE MISSãO AEROPOLICIAL.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
60783;A-173/CENIPA/2015 - 02;2018-09-24;2018-09-24;NULL;ATUAR JUNTO AO BAPM-SC, BUSCANDO ORIENTAR O OPERADOR QUANTO à IMPORTâNCIA DE INCLUIR EM SEU MANUAL DE OPERAçõES A PADRONIZAçãO PARA REALIZAçãO DE POUSO EM áREA RESTRITA E DECOLAGEM DE MáXIMA PERFORMANCE EM CONSONâNCIA COM OS MANUAIS DO FABRICANTE.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
60783;A-173/CENIPA/2015 - 03;2018-09-24;2018-09-24;NULL;ATUAR JUNTO à EMPRESA AEROMOT AERONAVES E MOTORES LTDA. A FIM DE QUE ESSA OFICINA NãO REALIZE NENHUM TIPO DE SERVIçO DE REPARO EM AERONAVE ACIDENTADA SEM COMUNICAçãO E AUTORIZAçãO DA AGêNCIA REGULADORA, CONFORME LEGISLAçãO EM VIGOR.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
60793;IG-039/CENIPA/2016-01;2018-05-10;2018-05-22;2020-05-13;ATUAR JUNTO A FOLIARAVIAçãO AGRíCOLA LTDA., A FIM DE ENFATIZAR àQUELE OPERADOR A IMPORTâNCIA DE SE OBSERVAR O CONSTANTE NO ART. 88-N DO CóDIGO BRASILEIRO DE AERONáUTICA QUE, SALVO NOS CASOS EXCEPCIONAIS ESTABELECIDOS, PROíBE A REMOçãO DE AERONAVES ACIDENTADAS DO LOCAL DA OCORRêNCIA SEM A DEVIDA AUTORIZAçãO DA AUTORIDADE DE INVESTIGAçãO SIPAER.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
60793;IG-039/CENIPA/2016-02;2018-05-10;2018-05-22;2020-05-13;ATUAR JUNTO A FOLIARAVIAçãO AGRíCOLA LTDA., A FIM DE ENFATIZAR àQUELE OPERADOR A IMPORTâNCIA DE SE OBSERVAR O CONSTANTE NO ART. 88-N DO CóDIGO BRASILEIRO DE AERONáUTICA QUE, SALVO NOS CASOS EXCEPCIONAIS ESTABELECIDOS, PROíBE A REMOçãO DE AERONAVES ACIDENTADAS DO LOCAL DA OCORRêNCIA SEM A DEVIDA AUTORIZAçãO DA AUTORIDADE DE INVESTIGAçãO SIPAER.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
60892;A-046/CENIPA/2016 - 01;2017-06-22;2017-06-30;2017-07-20;Divulgar os ensinamentos colhidos na presente investigação, buscando alertar os pilotos da aviação geral sobre os riscos de hidroplanagem decorrente da operação em pistas contaminadas.;CUMPRIDA DE FORMA ALTERNATIVA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
60897;A-047/CENIPA/2016 - 01;2018-06-25;2018-06-25;NULL;Atuar junto ao Instituto Brasileiro do Meio Ambiente e dos Recursos Naturais Renováveisa fim de que, a despeito da não obrigatoriedade desta condição, o MGO e o MGSO desseoperador estejam disponíveis em cada uma das aeronaves operadas pelo IBAMA e queseu conteúdo seja de conhecimento de todos os envolvidos na atividade aérea doInstituto.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
60975;A-063/CENIPA/2016 - 01;2017-06-22;2017-06-30;NULL;Atuar junto ao operador a fim de garantir que no planejamento dos voos da empresa seja contemplada a avaliação da dimensão das pistas, de modo a propiciar uma operação segura de acordo com os manuais da aeronave e com a legislação em vigor.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
60975;A-063/CENIPA/2016 - 02;2017-06-22;2017-06-30;NULL;Verificar as reais condições da pista de SWAQ, a fim de atualizar as informações acerca deste aeródromo em seu banco de dados, permitindo, por consequência, que o Departamento de Controle do Espaço Aéreo (DECEA) atualize o ROTAER conforme Resolução 158, de 13JUL2010.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
60980;A-060/CENIPA/2016 - 01;2017-06-22;2017-06-30;2017-07-26;Realizar auditoria na empresa Nacional Manutenção de Aeronaves Ltda., dispensando especial atenção aos registros primários de manutenção e ao controle dos componentes instalados nas aeronaves assistidas.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
61003;A-072/CENIPA/2016 - 01;2017-06-22;2017-06-30;2017-07-17;Divulgar o conteúdo do presente relatório aos operadores de helicóptero, enfatizando a importância da adequada análise das condições meteorológicas para a realização de um voo seguro.;CUMPRIDA DE FORMA ALTERNATIVA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
61008;IG-070/CENIPA/2016 - 01;2017-06-22;2017-06-30;NULL;Atuar junto ao Aeroclube de Ponta Grossa para que a entidade invista em treinamento do pessoal de manutenção, com fins a capacitá-los na prevenção, identificação e no tratamento de corrosão.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
61008;IG-070/CENIPA/2016 - 02;2017-06-22;2017-06-30;NULL;Atuar junto ao Aeroclube de Ponta Grossa de modo a aperfeiçoar seus procedimentos relativos à liberação das aeronaves após as inspeções.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
61012;A - 073/CENIPA/2016  - 01;2017-05-02;2017-06-01;2017-06-27;Disponibilizar aos pilotos material informativo sobre o fenômeno “Windshear”, contendo recomendação para atuar nesta condição.;CUMPRIDA DE FORMA ALTERNATIVA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
61070;IG-076/CENIPA/2016 - 01;2017-05-26;2017-06-01;NULL;Atuar junto ao operador do aeroporto do município de Redenção, visando garantir a adoção de medidas de gerenciamento de risco de fauna, em conformidade com o RBAC 164.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
61070;IG-076/CENIPA/2016 - 02;2017-05-26;2017-06-01;NULL;Atuar junto ao operador do aeroporto do município de Redenção a fim de certificar-se de que o treinamento de seus funcionários enfatiza as respectivas responsabilidades por ocasião de uma ocorrência aeronáutica em conformidade com a NSCA 3-13.;AGUARDANDO RESPOSTA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
65198;IG-084/CENIPA/2016 - 01;2019-03-11;2019-03-18;2019-05-13;Atuar junto ao IBAMA, a fim de que o Manual Geral de Operações daquele operador seja divulgado e disponibilizado a todos os tripulantes que trabalham com as aeronaves operadas por tal Instituto.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
65198;IG-084/CENIPA/2016 - 02;2019-03-11;2019-03-18;2019-05-13;Atuar junto ao IBAMA, a fim de que aquele operador estabeleça treinamentos práticos mínimos e periódicos para todos os tripulantes que operam aeronaves do Instituto, no intuito de sedimentar os aspectos doutrinários, de padronização e de segurança operacional.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
65198;IG-084/CENIPA/2016 - 03;2019-03-11;2019-03-18;2019-05-13;Atuar junto ao IBAMA, a fim de que aquele operador insira em seu MGO, ou em outro documento pertinente, prescrições referentes ao retorno do tripulante, piloto ou não, à atividade aérea após ter se envolvido em ocorrência aeronáutica;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
65198;IG-084/CENIPA/2016 - 04;2019-03-11;2019-03-18;2019-05-13;Atuar junto ao IBAMA, a fim de que aquele operador estabeleça um padrão mínimo de sobrevoos necessários ao levantamento das características do terreno que será utilizado como local de pouso, ocasião em que será considerado o tipo de terreno, a presença de obstáculos, o relevo e quaisquer outros aspectos relevantes à segurança operacional.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
65198;IG-084/CENIPA/2016 - 05;2019-03-11;2019-03-18;2019-05-13;Atuar junto ao IBAMA, a fim de que aquele operador finalize os processos das Auditorias de Segurança Operacional (ADSO) já iniciados e realize, conforme previsto no MGSO em vigor, novas ADSO em suas bases, buscando identificar, gerenciar e mitigar o risco envolvido nas operações aéreas do Instituto.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
65198;IG-084/CENIPA/2016 - 06;2019-03-11;2019-03-18;2019-05-13;Atuar junto ao IBAMA, a fim de que aquele operador estabeleça, em documento que julgar pertinente, requisitos para o briefing geral da missão, a ser realizado, com a devida antecedência e por um coordenador designado, para todos os envolvidos na operação aérea do Instituto.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
65198;IG-084/CENIPA/2016 - 07;2019-03-11;2019-03-18;2019-05-13;Atuar junto ao IBAMA, a fim de reavaliar a adequabilidade do Manual de Gerenciamento da Segurança Operacional (MGSO) adotado por aquele operador, sobretudo no que tange aos mecanismos de planejamento de voo, planejamento gerencial, processos organizacionais e supervisão gerencial.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
65218;A-086/CENIPA/2016 - 01;2020-10-29;2020-11-27;2020-12-17;Divulgar os ensinamentos colhidos na presente investigação, a fim de alertar os pilotos e operadores da aviação agrícola sobre a importância da supervisão das atividades desenvolvidas e do uso de ferramentas de reporte voluntário das situações de perigo, de maneira que os riscos sejam gerenciados pelos gestores responsáveis.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
65244;A-087/CENIPA/2016 - 01;2020-04-22;2020-05-21;2021-03-19;Atuar junto à organização de manutenção TBA - Tecnologia Brasileira de Aeronáutica S/A, a fim de garantir que todos os itens de manutenção estejam sendo inspecionados antes de serem despachados para aplicação nas aeronaves, nos termos do RBAC 145 item 145.211 (c) (ii), com especial atenção para a retirada das rebarbas das juntas de vedação, as quais normalmente não são removidas pelos fabricantes.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
65244;A-087/CENIPA/2016 - 02;2020-04-22;2020-05-21;2021-03-19;Atuar junto à organização de manutenção TBA - Tecnologia Brasileira Aeronáutica, a fim de que a mesma demonstre possuir e aplicar todos os recursos necessários e previstos na legislação em vigor à adequada prestação dos serviços de manutenção nas aeronaves EMBRAER, modelo EMB-711C, segundo os respectivos manuais técnicos e a Lista de Capacidades da empresa.;CUMPRIDA;ANAC;AGÊNCIA NACIONAL DE AVIAÇÃO CIVIL
